what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180593483
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317180595974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317180599534
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317180607857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180609254
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180677675
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317180679939
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317180687309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180698690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180758146
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317180765429
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317180765888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180790952
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180907858
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1317180912367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317180915033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180918389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180921420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180922586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180923738
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317180925362
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317180931795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180937243
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180938772
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317180944580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180946023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180948348
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180955494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180956807
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317180964716
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317180964981
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317180968794
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317180970439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317180970891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180982305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317180985271
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317180988923
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317181011404
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1317181012493
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1317181014134
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317181014404
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317181020148
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317181041235
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317181049534
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317181050568
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317181051450
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317181056938
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181078194
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181100111
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1317181100153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181104807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181112589
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1317181113561
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1317181115613
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181115937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181116756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1317181126570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181126878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181127791
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317181130143
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317181133519
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317181144612
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317181149584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181153071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181183895
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317181188580
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317181202380
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317181233668
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181301148
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317181384507
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317181400303
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317181404486
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317181409845
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1317181410919
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1317181413689
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317181418331
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317181426341
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1317181443806
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1317181448599
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1317181449522
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1317181449744
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1317181450054
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1317181450436
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1317181450837
